rent,size_sqm,district,year,source,price_per_sqm,size_category,rent_category,period
578.4,48.2,Schmargendorf,2018,Immobilienscout24,11.999999999999998,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2481.92,155.12,Charlottenburg,2018,Immobilienscout24,16.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
262.76,32.32,Friedrichsfelde,2018,Immobilienscout24,8.129950495049505,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1050.0,105.0,Rudow,2018,Immobilienscout24,10.0,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
675.75,45.05,Spandau,2018,Immobilienscout24,15.000000000000002,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
366.97,68.21,Kaulsdorf,2018,Immobilienscout24,5.380002932121391,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1444.64,99.63,Wilmersdorf,2018,Immobilienscout24,14.500050185687044,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2940.0,141.75,Prenzlauer,2018,Immobilienscout24,20.74074074074074,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
850.0,43.87,Friedrichshain,2018,Immobilienscout24,19.375427399133805,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1513.48,127.0,Charlottenburg,2018,Immobilienscout24,11.91716535433071,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
680.25,54.42,Oberschöneweide,2018,Immobilienscout24,12.5,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
742.9,64.6,Lichtenberg,2018,Immobilienscout24,11.5,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
675.0,71.29,Zehlendorf,2018,Immobilienscout24,9.468368635152194,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1990.0,110.0,Friedrichshain,2018,Immobilienscout24,18.09090909090909,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
530.0,46.4,Charlottenburg,2018,Immobilienscout24,11.422413793103448,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1420.0,138.77,Charlottenburg,2018,Immobilienscout24,10.232759241911076,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2181.96,121.22,Tiergarten,2018,Immobilienscout24,18.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
2100.0,134.5,Friedrichshain,2018,Immobilienscout24,15.613382899628252,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1620.0,115.7,Mitte,2018,Immobilienscout24,14.00172860847018,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
951.72,79.31,Rosenthal,2018,Immobilienscout24,12.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1698.0,138.0,Friedrichshain,2018,Immobilienscout24,12.304347826086957,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
621.77,77.45,Charlottenburg,2018,Immobilienscout24,8.02801807617818,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1104.5,46.02,Kreuzberg,2018,Immobilienscout24,24.00043459365493,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1760.0,125.86,Adlershof,2018,Immobilienscout24,13.983791514381059,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1310.0,80.0,Mitte,2018,Immobilienscout24,16.375,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2907.0,154.0,Mitte,2018,Immobilienscout24,18.876623376623378,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
700.0,65.63,Köpenick,2018,Immobilienscout24,10.66585403016913,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
980.0,118.68,Britz,2018,Immobilienscout24,8.257499157398044,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
840.0,54.0,Heiligensee,2018,Immobilienscout24,15.555555555555555,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1041.76,65.11,Prenzlauer,2018,Immobilienscout24,16.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2499.0,125.28,Kreuzberg,2018,Immobilienscout24,19.947318007662837,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1590.0,62.0,Prenzlauer,2018,Immobilienscout24,25.64516129032258,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
799.0,78.4,Wedding,2018,Immobilienscout24,10.191326530612244,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
800.0,83.5,Lichtenrade,2018,Immobilienscout24,9.580838323353293,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
619.0,48.96,Französisch,2018,Immobilienscout24,12.64297385620915,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
925.0,66.0,Neukölln,2018,Immobilienscout24,14.015151515151516,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1170.0,77.0,Neukölln,2018,Immobilienscout24,15.194805194805195,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1050.0,71.0,Wilmersdorf,2018,Immobilienscout24,14.788732394366198,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
950.0,98.0,Reinickendorf,2018,Immobilienscout24,9.693877551020408,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
311.63,48.0,Neukölln,2018,Immobilienscout24,6.492291666666667,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1084.0,94.26,Lichtenberg,2018,Immobilienscout24,11.500106089539571,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
975.5,87.8,Lankwitz,2018,Immobilienscout24,11.110478359908884,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
682.77,62.07,Altglienicke,2018,Immobilienscout24,11.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1909.46,136.39,Neukölln,2018,Immobilienscout24,14.000000000000002,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
619.0,86.0,Waidmannslust,2018,Immobilienscout24,7.1976744186046515,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
599.0,38.89,Lichterfelde,2018,Immobilienscout24,15.402417073797892,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
901.59,93.14,Marienfelde,2018,Immobilienscout24,9.679944170066566,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1795.0,96.83,Wilmersdorf,2018,Immobilienscout24,18.537643292368067,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
520.0,33.0,Kreuzberg,2018,Immobilienscout24,15.757575757575758,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
869.23,83.13,Hellersdorf,2018,Immobilienscout24,10.456273306868761,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1100.0,65.0,Prenzlauer,2018,Immobilienscout24,16.923076923076923,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
512.38,70.28,Hellersdorf,2018,Immobilienscout24,7.290552077404667,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2821.5,114.5,Mitte,2018,Immobilienscout24,24.641921397379914,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
799.0,70.0,Charlottenburg,2018,Immobilienscout24,11.414285714285715,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
555.0,38.17,Friedrichshain,2018,Immobilienscout24,14.540214828399266,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
742.69,57.13,Tegel,2018,Immobilienscout24,13.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2300.0,123.0,Charlottenburg,2018,Immobilienscout24,18.69918699186992,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1450.0,65.0,Tiergarten,2018,Immobilienscout24,22.307692307692307,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1150.0,82.16,Köpenick,2018,Immobilienscout24,13.997078870496592,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
899.0,93.0,Karow,2018,Immobilienscout24,9.666666666666666,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
669.8,78.8,Niederschönhausen,2018,Immobilienscout24,8.5,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
527.39,67.05,Marzahn,2018,Immobilienscout24,7.8656226696495155,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2600.0,173.98,Mitte,2018,Immobilienscout24,14.944246465110933,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
945.0,49.0,Tempelhof,2018,Immobilienscout24,19.285714285714285,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1850.0,126.89,Wedding,2018,Immobilienscout24,14.579557096697927,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
760.0,75.96,Charlottenburg,2018,Immobilienscout24,10.005265929436547,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
850.0,84.43,Wittenau,2018,Immobilienscout24,10.067511548027952,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
852.0,70.98,Neukölln,2018,Immobilienscout24,12.003381234150464,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1048.3,110.0,Lichterfelde,2018,Immobilienscout24,9.53,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1120.0,53.34,Prenzlauer,2018,Immobilienscout24,20.997375328083987,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2100.0,167.0,Wilmersdorf,2018,Immobilienscout24,12.574850299401197,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
599.0,61.08,Marzahn,2018,Immobilienscout24,9.806810740013098,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1560.0,120.0,Plänterwald,2018,Immobilienscout24,13.0,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
382.46,43.61,Kreuzberg,2018,Immobilienscout24,8.770006879156156,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
432.52,49.1,Hellersdorf,2018,Immobilienscout24,8.808961303462322,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1100.0,66.0,Wilmersdorf,2018,Immobilienscout24,16.666666666666668,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
913.6,63.01,Lichtenberg,2018,Immobilienscout24,14.499285827646407,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
865.0,57.0,Neukölln,2018,Immobilienscout24,15.175438596491228,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1388.8,69.44,Lichterfelde,2018,Immobilienscout24,20.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
3500.0,206.55,Mitte,2018,Immobilienscout24,16.945049624788187,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1914.66,132.87,Mitte,2018,Immobilienscout24,14.410024836306164,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1555.0,111.07,Charlottenburg,2018,Immobilienscout24,14.000180066624653,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
515.0,30.06,Neukölln,2018,Immobilienscout24,17.132401862940785,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
542.0,58.0,Friedrichshain,2018,Immobilienscout24,9.344827586206897,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1124.0,123.95,Spandau,2018,Immobilienscout24,9.068172650262202,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1270.0,89.0,Lichterfelde,2018,Immobilienscout24,14.269662921348315,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
769.0,70.74,Friedrichsfelde,2018,Immobilienscout24,10.870794458580718,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
559.0,79.8,Waidmannslust,2018,Immobilienscout24,7.005012531328321,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
629.0,51.0,Adlershof,2018,Immobilienscout24,12.333333333333334,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
690.02,71.52,Heinersdorf,2018,Immobilienscout24,9.647930648769576,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1050.0,46.0,Tiergarten,2018,Immobilienscout24,22.82608695652174,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2086.86,145.0,Mitte,2018,Immobilienscout24,14.392137931034483,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
614.3,86.4,Neukölln,2018,Immobilienscout24,7.109953703703702,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2210.0,130.0,Grunewald,2018,Immobilienscout24,17.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
571.65,61.27,Pankow,2018,Immobilienscout24,9.330014689081116,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
3465.75,139.0,Wilmersdorf,2018,Immobilienscout24,24.93345323741007,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
725.0,61.0,Lichtenberg,2018,Immobilienscout24,11.885245901639344,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
500.0,50.0,Köpenick,2018,Immobilienscout24,10.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
338.3,37.34,Steglitz,2018,Immobilienscout24,9.059989287627209,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1216.0,64.0,Neukölln,2018,Immobilienscout24,19.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
740.0,80.0,Pankow,2018,Immobilienscout24,9.25,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1100.88,61.16,Friedrichshain,2018,Immobilienscout24,18.000000000000004,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2150.0,147.71,Charlottenburg,2018,Immobilienscout24,14.55554803330851,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
450.0,64.2,Spandau,2018,Immobilienscout24,7.009345794392523,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1680.0,127.0,Niederschönhausen,2018,Immobilienscout24,13.228346456692913,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1209.6,86.0,Tegel,2018,Immobilienscout24,14.065116279069766,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
541.99,73.44,Reinickendorf,2018,Immobilienscout24,7.380038126361656,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2960.0,130.42,Friedrichshain,2018,Immobilienscout24,22.695905535960744,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
847.7,60.55,Tegel,2018,Immobilienscout24,14.000000000000002,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
450.0,66.0,Staaken,2018,Immobilienscout24,6.818181818181818,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1450.0,142.87,Heiligensee,2018,Immobilienscout24,10.149086582207602,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
456.3,45.63,Karlshorst,2018,Immobilienscout24,10.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1241.27,130.66,Wilmersdorf,2018,Immobilienscout24,9.5,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
630.69,88.83,Oberschöneweide,2018,Immobilienscout24,7.099966227625803,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1700.0,115.0,Charlottenburg,2018,Immobilienscout24,14.782608695652174,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
460.0,44.0,Steglitz,2018,Immobilienscout24,10.454545454545455,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
610.0,70.0,Tempelhof,2018,Immobilienscout24,8.714285714285714,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1599.0,81.5,Prenzlauer,2018,Immobilienscout24,19.619631901840492,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2242.8,186.9,Mitte,2018,Immobilienscout24,12.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1690.0,92.0,Mitte,2018,Immobilienscout24,18.369565217391305,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2279.0,133.37,Wilmersdorf,2018,Immobilienscout24,17.08780085476494,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
854.81,77.71,Schmargendorf,2018,Immobilienscout24,11.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
460.58,64.87,Oberschöneweide,2018,Immobilienscout24,7.100046246338831,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
995.0,83.87,Oberschöneweide,2018,Immobilienscout24,11.863598426135686,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
3050.0,165.0,Weißensee,2018,Immobilienscout24,18.484848484848484,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
2400.0,173.0,Prenzlauer,2018,Immobilienscout24,13.872832369942197,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1600.0,94.0,Prenzlauer,2018,Immobilienscout24,17.02127659574468,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1448.23,69.0,Mitte,2018,Immobilienscout24,20.988840579710146,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
714.0,55.0,Lichtenberg,2018,Immobilienscout24,12.981818181818182,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2900.0,140.0,Schöneberg,2018,Immobilienscout24,20.714285714285715,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1591.43,96.0,Schöneberg,2018,Immobilienscout24,16.577395833333334,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1602.0,117.0,Schmargendorf,2018,Immobilienscout24,13.692307692307692,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1050.0,60.95,Neukölln,2018,Immobilienscout24,17.227235438884332,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
419.0,60.0,Spandau,2018,Immobilienscout24,6.983333333333333,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1295.0,64.0,Tiergarten,2018,Immobilienscout24,20.234375,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
339.0,26.0,Friedrichsfelde,2018,Immobilienscout24,13.038461538461538,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
725.0,85.26,Biesdorf,2018,Immobilienscout24,8.503401360544217,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1300.0,82.9,Zehlendorf,2018,Immobilienscout24,15.681544028950542,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1100.0,106.9,Biesdorf,2018,Immobilienscout24,10.28999064546305,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1200.0,48.0,Friedrichshain,2018,Immobilienscout24,25.0,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
581.76,64.64,Lichterfelde,2018,Immobilienscout24,9.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2065.07,133.23,Mitte,2018,Immobilienscout24,15.500037529085043,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
910.2,60.68,Wannsee,2018,Immobilienscout24,15.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1350.0,120.0,Waidmannslust,2018,Immobilienscout24,11.25,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1900.0,107.5,Mitte,2018,Immobilienscout24,17.674418604651162,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
649.0,48.0,Neukölln,2018,Immobilienscout24,13.520833333333334,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
499.0,50.0,Reinickendorf,2018,Immobilienscout24,9.98,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1024.61,83.71,Köpenick,2018,Immobilienscout24,12.239995221598376,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
793.0,61.0,Steglitz,2018,Immobilienscout24,13.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
831.2,61.57,Wedding,2018,Immobilienscout24,13.500081208380706,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1188.0,108.0,Bohnsdorf,2018,Immobilienscout24,11.0,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1024.0,60.0,Mitte,2018,Immobilienscout24,17.066666666666666,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
582.0,44.6,Friedrichshain,2018,Immobilienscout24,13.04932735426009,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
677.63,50.2,Friedrichsfelde,2018,Immobilienscout24,13.498605577689242,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
438.23,67.42,Marzahn,2018,Immobilienscout24,6.5,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
820.0,66.59,Mariendorf,2018,Immobilienscout24,12.3141612854783,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1396.9,80.98,Charlottenburg,2018,Immobilienscout24,17.249938256359595,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
873.0,69.84,Wedding,2018,Immobilienscout24,12.5,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
664.0,59.0,Friedrichshain,2018,Immobilienscout24,11.254237288135593,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1800.0,191.0,Grunewald,2018,Immobilienscout24,9.424083769633508,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
839.0,75.52,Französisch,2018,Immobilienscout24,11.109639830508476,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1700.0,100.0,Friedrichshain,2018,Immobilienscout24,17.0,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
