rent,size_sqm,district,year,source,price_per_sqm,size_category,rent_category,period
752.0,71.64,Niederschöneweide,2018,Immobilienscout24,10.496929089893914,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1946.0,138.98,Tiergarten,2018,Immobilienscout24,14.00201467837099,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
420.0,20.3,Heinersdorf,2018,Immobilienscout24,20.689655172413794,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
465.45,67.85,Tegel,2018,Immobilienscout24,6.859985261606485,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
440.21,52.18,Oberschöneweide,2018,Immobilienscout24,8.436374089689537,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2523.0,168.22,Schöneberg,2018,Immobilienscout24,14.998216621091428,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
449.0,35.69,Hellersdorf,2018,Immobilienscout24,12.58055477724853,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
3500.0,165.0,Mitte,2018,Immobilienscout24,21.21212121212121,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1130.64,84.25,Prenzlauer,2018,Immobilienscout24,13.42005934718101,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
622.0,51.76,Köpenick,2018,Immobilienscout24,12.017001545595054,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
630.0,35.0,Tegel,2018,Immobilienscout24,18.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1300.0,76.0,Adlershof,2018,Immobilienscout24,17.105263157894736,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1275.0,76.06,Friedrichshain,2018,Immobilienscout24,16.763081777544045,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2170.0,155.0,Wilmersdorf,2018,Immobilienscout24,14.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
549.33,59.43,Reinickendorf,2018,Immobilienscout24,9.243311458859162,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
665.0,70.0,Köpenick,2018,Immobilienscout24,9.5,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
350.0,67.0,Spandau,2018,Immobilienscout24,5.223880597014926,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
515.0,22.4,Mitte,2018,Immobilienscout24,22.99107142857143,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1967.0,170.7,Charlottenburg,2018,Immobilienscout24,11.523140011716462,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
345.38,44.11,Plänterwald,2018,Immobilienscout24,7.829970528224893,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
670.0,26.0,Wedding,2018,Immobilienscout24,25.76923076923077,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1230.0,69.04,Charlottenburg,2018,Immobilienscout24,17.815758980301272,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1100.0,52.0,Tiergarten,2018,Immobilienscout24,21.153846153846153,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2500.0,117.0,Prenzlauer,2018,Immobilienscout24,21.367521367521366,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
916.35,61.09,Grünau,2018,Immobilienscout24,15.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
790.0,79.0,Britz,2018,Immobilienscout24,10.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2690.0,134.62,Friedrichshain,2018,Immobilienscout24,19.982172039815776,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
663.37,52.69,Wilmersdorf,2018,Immobilienscout24,12.590055038906813,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1535.39,73.84,Mitte,2018,Immobilienscout24,20.793472372697725,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1169.14,82.05,Friedrichsfelde,2018,Immobilienscout24,14.249116392443634,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
750.0,36.41,Neukölln,2018,Immobilienscout24,20.598736610821206,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1498.0,142.3,Wilmersdorf,2018,Immobilienscout24,10.527055516514405,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
695.0,68.34,Wilmersdorf,2018,Immobilienscout24,10.169739537606088,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
619.0,69.86,Hellersdorf,2018,Immobilienscout24,8.860578299456055,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
700.0,30.5,Wedding,2018,Immobilienscout24,22.950819672131146,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
570.0,63.0,Oberschöneweide,2018,Immobilienscout24,9.047619047619047,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
789.14,71.74,Rahnsdorf,2018,Immobilienscout24,11.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1062.83,92.42,Johannisthal,2018,Immobilienscout24,11.499999999999998,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
3111.52,158.67,Tiergarten,2018,Immobilienscout24,19.610008193105188,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
925.92,97.26,Buckow,2018,Immobilienscout24,9.520049352251695,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
990.0,114.7,Siemensstadt,2018,Immobilienscout24,8.63121185701831,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1100.0,86.0,Rahnsdorf,2018,Immobilienscout24,12.790697674418604,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
819.88,30.59,Tempelhof,2018,Immobilienscout24,26.80222294867604,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
783.04,82.43,Spandau,2018,Immobilienscout24,9.499454082251606,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1153.0,68.0,Spandau,2018,Immobilienscout24,16.955882352941178,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1000.0,68.0,Prenzlauer,2018,Immobilienscout24,14.705882352941176,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1248.0,78.0,Schöneberg,2018,Immobilienscout24,16.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1299.0,48.0,Mitte,2018,Immobilienscout24,27.0625,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1515.0,94.66,Schöneberg,2018,Immobilienscout24,16.004648214663003,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
679.0,53.57,Friedrichsfelde,2018,Immobilienscout24,12.675004666791114,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
718.04,71.15,Wedding,2018,Immobilienscout24,10.09191848208011,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
685.0,38.0,Friedrichshain,2018,Immobilienscout24,18.026315789473685,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1116.4,65.67,Charlottenburg,2018,Immobilienscout24,17.000152276534187,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
406.7,59.0,Neukölln,2018,Immobilienscout24,6.893220338983051,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1336.02,75.91,Mitte,2018,Immobilienscout24,17.600052693979713,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
713.26,49.19,Friedrichsfelde,2018,Immobilienscout24,14.500101646676153,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
625.0,75.0,Mahlsdorf,2018,Immobilienscout24,8.333333333333334,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
870.0,50.0,Lichtenberg,2018,Immobilienscout24,17.4,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
499.0,39.0,Schöneberg,2018,Immobilienscout24,12.794871794871796,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
710.0,74.7,Alt,2018,Immobilienscout24,9.504685408299865,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
860.09,63.71,Grünau,2018,Immobilienscout24,13.500078480615288,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
714.0,68.0,Spandau,2018,Immobilienscout24,10.5,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1699.51,80.78,Mitte,2018,Immobilienscout24,21.038747214657093,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1771.67,98.7,Tiergarten,2018,Immobilienscout24,17.950050658561295,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1138.16,65.98,Tiergarten,2018,Immobilienscout24,17.250075780539557,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
876.0,79.59,Lankwitz,2018,Immobilienscout24,11.006407840180927,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1550.0,85.0,Schmargendorf,2018,Immobilienscout24,18.235294117647058,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1105.0,60.0,Friedrichshain,2018,Immobilienscout24,18.416666666666668,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2122.1,140.91,Tiergarten,2018,Immobilienscout24,15.059967355049322,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
504.88,63.11,Karow,2018,Immobilienscout24,8.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
521.0,21.0,Wedding,2018,Immobilienscout24,24.80952380952381,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1268.0,84.5,Reinickendorf,2018,Immobilienscout24,15.005917159763314,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1500.0,105.0,Weißensee,2018,Immobilienscout24,14.285714285714286,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
460.0,58.87,Spandau,2018,Immobilienscout24,7.813827076609479,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2390.0,153.75,Mitte,2018,Immobilienscout24,15.544715447154472,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
840.0,112.0,Reinickendorf,2018,Immobilienscout24,7.5,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
700.0,72.0,Marienfelde,2018,Immobilienscout24,9.722222222222221,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
502.81,70.31,Hellersdorf,2018,Immobilienscout24,7.151329825060446,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
2475.45,165.03,Wannsee,2018,Immobilienscout24,14.999999999999998,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
760.0,49.0,Reinickendorf,2018,Immobilienscout24,15.510204081632653,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1000.0,77.0,Grunewald,2018,Immobilienscout24,12.987012987012987,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1070.0,62.0,Wilmersdorf,2018,Immobilienscout24,17.258064516129032,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
289.32,36.03,Marzahn,2018,Immobilienscout24,8.029975020815986,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1150.0,83.11,Steglitz,2018,Immobilienscout24,13.837083383467693,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
900.0,71.0,Friedrichshain,2018,Immobilienscout24,12.67605633802817,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
2024.0,126.5,Mitte,2018,Immobilienscout24,16.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
497.19,76.49,Biesdorf,2018,Immobilienscout24,6.500065368021964,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1854.81,92.05,Tiergarten,2018,Immobilienscout24,20.150027159152636,Groß (60-100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
695.0,57.43,Neu,2018,Immobilienscout24,12.101689012711127,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
785.0,78.42,Spandau,2018,Immobilienscout24,10.010201479214485,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1350.0,56.0,Tiergarten,2018,Immobilienscout24,24.107142857142858,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
599.76,30.6,Köpenick,2018,Immobilienscout24,19.599999999999998,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
954.0,106.0,Lichtenrade,2018,Immobilienscout24,9.0,Sehr groß (> 100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
776.0,81.04,Plänterwald,2018,Immobilienscout24,9.575518262586376,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
532.28,54.4,Wittenau,2018,Immobilienscout24,9.784558823529412,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
598.54,36.43,Friedrichshain,2018,Immobilienscout24,16.429865495470764,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
804.54,73.14,Reinickendorf,2018,Immobilienscout24,11.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1711.35,95.34,Tiergarten,2018,Immobilienscout24,17.949968533668972,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1300.0,73.0,Tiergarten,2018,Immobilienscout24,17.80821917808219,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1064.0,88.7,Adlershof,2018,Immobilienscout24,11.995490417136415,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
699.0,59.57,Französisch,2018,Immobilienscout24,11.734094342789994,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1324.0,115.0,Britz,2018,Immobilienscout24,11.513043478260869,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
351.53,48.79,Marzahn,2018,Immobilienscout24,7.204960032793605,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1490.0,80.0,Kreuzberg,2018,Immobilienscout24,18.625,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1584.0,126.7,Tiergarten,2018,Immobilienscout24,12.50197316495659,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2055.65,157.0,Mitte,2018,Immobilienscout24,13.09331210191083,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
2700.0,139.07,Wilmersdorf,2018,Immobilienscout24,19.41468325303804,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1100.0,86.28,Französisch,2018,Immobilienscout24,12.749188687992582,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
660.0,74.53,Mahlsdorf,2018,Immobilienscout24,8.85549443177244,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
627.35,77.45,Spandau,2018,Immobilienscout24,8.100064557779213,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1002.54,55.42,Charlottenburg,2018,Immobilienscout24,18.08985925658607,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1310.0,100.72,Marienfelde,2018,Immobilienscout24,13.00635424940429,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
476.51,70.23,Hellersdorf,2018,Immobilienscout24,6.784992168588921,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1700.0,86.4,Mitte,2018,Immobilienscout24,19.675925925925924,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1795.36,97.84,Tiergarten,2018,Immobilienscout24,18.349959116925593,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
814.0,74.03,Charlottenburg,2018,Immobilienscout24,10.99554234769688,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1219.0,87.08,Mitte,2018,Immobilienscout24,13.998621956821314,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1499.0,190.0,Lichtenrade,2018,Immobilienscout24,7.889473684210526,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1293.0,112.06,Wilmersdorf,2018,Immobilienscout24,11.538461538461538,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1236.0,57.0,Charlottenburg,2018,Immobilienscout24,21.68421052631579,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
949.0,77.58,Schöneberg,2018,Immobilienscout24,12.23253415828822,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1881.01,125.51,Charlottenburg,2018,Immobilienscout24,14.986933312086686,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
295.63,41.58,Neukölln,2018,Immobilienscout24,7.10990860990861,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1222.0,47.0,Wilmersdorf,2018,Immobilienscout24,26.0,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2050.0,154.6,Charlottenburg,2018,Immobilienscout24,13.260025873221217,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1659.24,100.56,Mitte,2018,Immobilienscout24,16.5,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
289.32,36.03,Marzahn,2018,Immobilienscout24,8.029975020815986,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
950.0,77.2,Mariendorf,2018,Immobilienscout24,12.305699481865284,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
795.17,61.92,Pankow,2018,Immobilienscout24,12.84189276485788,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
3015.0,167.66,Prenzlauer,2018,Immobilienscout24,17.982822378623403,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1100.0,59.91,Wedding,2018,Immobilienscout24,18.360874645301287,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
554.0,37.8,Kreuzberg,2018,Immobilienscout24,14.656084656084657,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
346.08,36.03,Biesdorf,2018,Immobilienscout24,9.605328892589508,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
929.0,83.0,Tiergarten,2018,Immobilienscout24,11.19277108433735,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
655.0,60.0,Spandau,2018,Immobilienscout24,10.916666666666666,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
400.0,52.0,Reinickendorf,2018,Immobilienscout24,7.6923076923076925,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
771.01,73.43,Buckow,2018,Immobilienscout24,10.499931907939533,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
660.0,55.0,Oberschöneweide,2018,Immobilienscout24,12.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1991.0,181.0,Lichtenberg,2018,Immobilienscout24,11.0,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1016.0,93.65,Baumschulenweg,2018,Immobilienscout24,10.848905499199144,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1202.55,106.42,Friedrichshagen,2018,Immobilienscout24,11.300037586919752,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1998.0,193.85,Charlottenburg,2018,Immobilienscout24,10.306938354397731,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
2316.0,152.0,Mitte,2018,Immobilienscout24,15.236842105263158,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
680.0,74.43,Köpenick,2018,Immobilienscout24,9.136101034529087,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1223.2,61.16,Friedrichshain,2018,Immobilienscout24,20.000000000000004,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
438.41,49.37,Biesdorf,2018,Immobilienscout24,8.88008912294916,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
650.0,51.5,Treptow,2018,Immobilienscout24,12.62135922330097,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
499.0,45.0,Weißensee,2018,Immobilienscout24,11.088888888888889,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1141.32,95.11,Johannisthal,2018,Immobilienscout24,12.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1022.33,95.42,Wedding,2018,Immobilienscout24,10.714001257597989,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
670.0,67.0,Heiligensee,2018,Immobilienscout24,10.0,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1530.0,153.0,Lichterfelde,2018,Immobilienscout24,10.0,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
539.0,48.69,Hellersdorf,2018,Immobilienscout24,11.070034914766893,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1534.68,85.26,Friedrichshain,2018,Immobilienscout24,18.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1197.91,84.0,Kreuzberg,2018,Immobilienscout24,14.260833333333334,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
592.23,59.86,Wedding,2018,Immobilienscout24,9.893585031740729,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
899.0,69.2,Biesdorf,2018,Immobilienscout24,12.991329479768785,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
880.0,73.94,Oberschöneweide,2018,Immobilienscout24,11.90154179064106,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
413.45,43.62,Reinickendorf,2018,Immobilienscout24,9.4784502521779,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1131.77,65.61,Tiergarten,2018,Immobilienscout24,17.24996189605243,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
660.0,56.0,Französisch,2018,Immobilienscout24,11.785714285714286,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
500.0,42.24,Rudow,2018,Immobilienscout24,11.837121212121211,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
561.86,73.16,Buckow,2018,Immobilienscout24,7.679879715691635,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
820.0,74.51,Siemensstadt,2018,Immobilienscout24,11.005234196752113,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
675.27,82.45,Lichterfelde,2018,Immobilienscout24,8.190054578532443,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
953.46,52.97,Friedrichshain,2018,Immobilienscout24,18.0,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1900.0,130.39,Charlottenburg,2018,Immobilienscout24,14.571669606564923,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1200.0,56.0,Neukölln,2018,Immobilienscout24,21.428571428571427,Mittel (30-60 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
501.0,69.39,Wedding,2018,Immobilienscout24,7.220060527453524,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
625.0,31.26,Heinersdorf,2018,Immobilienscout24,19.993602047344847,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1320.0,60.0,Mitte,2018,Immobilienscout24,22.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1591.45,90.94,Grunewald,2018,Immobilienscout24,17.5,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
771.12,55.08,Oberschöneweide,2018,Immobilienscout24,14.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1200.0,65.0,Tiergarten,2018,Immobilienscout24,18.46153846153846,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
1750.0,122.0,Lichterfelde,2018,Immobilienscout24,14.344262295081966,Sehr groß (> 100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2495.0,165.0,Charlottenburg,2018,Immobilienscout24,15.121212121212121,Sehr groß (> 100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
599.0,68.82,Marzahn,2018,Immobilienscout24,8.70386515547806,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
398.93,66.3,Köpenick,2018,Immobilienscout24,6.017043740573152,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
633.39,73.65,Karow,2018,Immobilienscout24,8.6,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
590.0,71.5,Wittenau,2018,Immobilienscout24,8.251748251748252,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
1158.0,73.0,Tiergarten,2018,Immobilienscout24,15.863013698630137,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
913.0,91.54,Spandau,2018,Immobilienscout24,9.973781953244483,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
1596.0,76.0,Kreuzberg,2018,Immobilienscout24,21.0,Groß (60-100 m²),Teuer (1200-1800 €),Vor Corona (2018-2019)
2200.0,99.47,Mitte,2018,Immobilienscout24,22.117221272745553,Groß (60-100 m²),Sehr teuer (> 1800 €),Vor Corona (2018-2019)
1195.19,67.49,Mitte,2018,Immobilienscout24,17.709142095125205,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
920.0,92.0,Reinickendorf,2018,Immobilienscout24,10.0,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
603.0,70.88,Köpenick,2018,Immobilienscout24,8.507336343115124,Groß (60-100 m²),Günstig (< 800 €),Vor Corona (2018-2019)
950.0,97.0,Niederschönhausen,2018,Immobilienscout24,9.793814432989691,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
982.73,55.45,Friedrichshain,2018,Immobilienscout24,17.722813345356176,Mittel (30-60 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
420.0,42.0,Weißensee,2018,Immobilienscout24,10.0,Mittel (30-60 m²),Günstig (< 800 €),Vor Corona (2018-2019)
435.57,29.53,Schmargendorf,2018,Immobilienscout24,14.750084659668133,Klein (< 30 m²),Günstig (< 800 €),Vor Corona (2018-2019)
835.0,85.0,Frohnau,2018,Immobilienscout24,9.823529411764707,Groß (60-100 m²),Mittel (800-1200 €),Vor Corona (2018-2019)
